,0
2998,1
2999,1
3000,0
3001,1
3002,1
3003,1
3004,0
3005,1
3006,1
3007,1
3008,0
3009,0
3010,0
3011,0
3012,1
3013,1
3014,0
3015,0
3016,0
3017,1
3018,1
3019,0
3020,0
3021,1
3022,0
3023,0
3024,0
3025,1
3026,1
3027,1
3028,0
3029,0
3030,0
3031,1
3032,1
3033,1
3034,0
3035,0
3036,0
3037,1
3038,1
3039,0
3040,0
3041,0
3042,0
3043,0
3044,1
3045,0
3046,0
3047,1
3048,1
3049,0
3050,1
3051,1
3052,0
3053,1
3054,1
3055,1
3056,0
3057,0
3058,1
3059,1
3060,1
3061,0
3062,0
3063,1
3064,1
3065,0
3066,1
3067,0
3068,1
3069,1
3070,1
3071,0
3072,0
3073,0
3074,0
3075,0
3076,0
3077,1
3078,0
3079,1
3080,1
3081,0
3082,0
3083,1
3084,1
3085,1
3086,1
3087,1
3088,0
3089,1
3090,0
3091,0
3092,1
3093,1
3094,1
3095,0
3096,0
3097,0
3098,1
3099,0
3100,0
3101,1
3102,1
3103,1
3104,1
3105,1
3106,1
3107,1
3108,0
3109,1
3110,0
3111,0
3112,0
3113,1
3114,1
3115,1
3116,1
3117,1
3118,1
3119,1
3120,1
3121,1
3122,1
3123,0
3124,0
3125,1
3126,1
3127,1
3128,1
3129,0
3130,0
3131,1
3132,1
3133,0
3134,0
3135,1
3136,1
3137,1
3138,0
3139,1
3140,1
3141,1
3142,0
3143,1
3144,1
3145,0
3146,1
3147,0
3148,1
3149,0
3150,1
3151,0
3152,0
3153,1
3154,0
3155,0
3156,1
3157,0
3158,1
3159,0
3160,1
3161,1
3162,1
3163,0
3164,0
3165,1
3166,1
3167,1
3168,1
3169,1
3170,0
3171,1
3172,0
3173,0
3174,1
3175,1
3176,1
3177,1
3178,1
3179,1
3180,0
3181,1
3182,0
3183,0
3184,0
3185,1
3186,1
3187,1
3188,0
3189,0
3190,1
3191,0
3192,0
3193,0
3194,1
3195,0
3196,1
3197,0
3198,0
3199,0
3200,1
3201,0
3202,1
3203,1
3204,1
3205,0
3206,1
3207,1
3208,0
3209,1
3210,1
3211,1
3212,0
3213,1
3214,0
3215,1
3216,0
3217,1
3218,1
3219,1
3220,1
3221,1
3222,0
3223,1
3224,1
3225,1
3226,1
3227,0
3228,1
3229,1
3230,0
3231,1
3232,1
3233,1
3234,1
3235,0
3236,1
3237,0
3238,1
3239,0
3240,1
3241,1
3242,1
3243,0
3244,0
3245,1
3246,1
3247,1
3248,1
3249,0
3250,0
3251,0
3252,0
3253,0
3254,1
3255,1
3256,0
3257,0
3258,1
3259,1
3260,1
3261,0
3262,0
3263,0
3264,1
3265,0
3266,0
3267,0
3268,0
3269,0
3270,1
3271,0
3272,1
3273,1
3274,0
3275,0
3276,1
3277,1
3278,0
3279,1
3280,0
3281,1
3282,1
3283,1
3284,0
3285,1
3286,0
3287,1
3288,1
3289,0
3290,0
3291,0
3292,1
3293,1
3294,0
3295,1
3296,0
3297,1
3298,1
3299,1
3300,1
3301,1
3302,1
3303,0
3304,0
3305,1
3306,0
3307,0
3308,0
3309,0
3310,1
3311,1
3312,1
3313,0
3314,1
3315,0
3316,0
3317,0
3318,1
3319,1
3320,0
3321,0
3322,1
3323,1
3324,0
3325,0
3326,0
3327,0
3328,1
3329,0
3330,1
3331,1
3332,1
3333,0
3334,0
3335,1
3336,1
3337,0
3338,1
3339,1
3340,0
3341,0
3342,0
3343,0
3344,0
3345,1
3346,0
3347,1
3348,1
3349,0
3350,0
3351,0
3352,1
3353,1
3354,0
3355,1
3356,1
3357,0
3358,1
3359,1
3360,1
3361,1
3362,0
3363,1
3364,0
3365,1
3366,1
3367,0
3368,0
3369,1
3370,1
3371,0
3372,1
3373,0
3374,1
3375,1
3376,0
3377,0
3378,0
3379,0
3380,1
3381,1
3382,0
3383,0
3384,1
3385,1
3386,0
3387,0
3388,1
3389,0
3390,1
3391,0
3392,1
3393,0
3394,1
3395,1
3396,0
3397,1
3398,1
3399,0
3400,1
3401,1
3402,1
3403,1
3404,0
3405,0
3406,1
3407,0
3408,0
3409,1
3410,1
3411,0
3412,1
3413,1
3414,1
3415,1
3416,1
3417,0
3418,1
3419,0
3420,1
3421,1
3422,1
3423,0
3424,1
3425,0
3426,0
3427,0
3428,1
3429,1
3430,0
3431,1
3432,1
3433,1
3434,0
3435,1
3436,0
3437,0
3438,0
3439,0
3440,0
3441,1
3442,0
3443,1
3444,1
3445,1
3446,0
3447,0
3448,0
3449,1
3450,1
3451,0
3452,1
3453,0
3454,1
3455,0
3456,1
3457,0
3458,0
3459,0
3460,0
3461,1
3462,1
3463,0
3464,1
3465,1
3466,0
3467,0
3468,0
3469,0
3470,0
3471,0
3472,0
3473,1
3474,1
3475,0
3476,1
3477,0
3478,1
3479,1
3480,1
3481,1
3482,1
3483,1
3484,0
3485,1
3486,1
3487,1
3488,0
3489,0
3490,0
3491,1
3492,1
3493,1
3494,1
3495,0
3496,0
3497,0
3498,1
3499,1
3500,1
3501,0
3502,0
3503,0
3504,0
3505,1
3506,1
3507,1
3508,0
3509,1
3510,0
3511,1
3512,1
3513,0
3514,1
3515,0
3516,1
3517,1
3518,0
3519,0
3520,0
3521,0
3522,1
3523,1
3524,1
3525,1
3526,0
3527,0
3528,0
3529,0
3530,0
3531,0
3532,1
3533,1
3534,1
3535,0
3536,1
3537,0
3538,1
3539,0
3540,0
3541,0
3542,0
3543,0
3544,1
3545,0
3546,1
3547,1
3548,0
3549,0
3550,1
3551,0
3552,1
3553,0
3554,0
3555,1
3556,1
3557,1
3558,1
3559,0
3560,0
3561,0
3562,1
3563,0
3564,0
3565,0
3566,1
3567,1
3568,1
3569,1
3570,1
3571,1
3572,1
3573,1
3574,1
3575,0
3576,0
3577,0
3578,0
3579,1
3580,0
3581,0
3582,0
3583,1
3584,1
3585,0
3586,0
3587,0
3588,1
3589,0
3590,1
3591,0
3592,0
3593,1
3594,1
3595,1
3596,0
3597,0
3598,1
3599,0
3600,1
3601,1
3602,1
3603,1
3604,1
3605,0
3606,1
3607,1
3608,1
3609,1
3610,1
3611,1
3612,1
3613,0
3614,1
3615,1
3616,1
3617,0
3618,0
3619,1
3620,0
3621,1
3622,1
3623,1
3624,0
3625,1
3626,1
3627,1
3628,1
3629,0
3630,1
3631,1
3632,1
3633,1
3634,0
3635,1
3636,1
3637,1
3638,0
3639,1
3640,1
3641,1
3642,0
3643,1
3644,0
3645,1
3646,0
3647,1
3648,0
3649,0
3650,0
3651,1
3652,1
3653,0
3654,0
3655,0
3656,1
3657,0
3658,0
3659,0
3660,1
3661,0
3662,1
3663,0
3664,0
3665,1
3666,1
3667,1
3668,1
3669,1
3670,1
3671,1
3672,0
3673,0
3674,1
3675,0
3676,1
3677,0
3678,0
3679,1
3680,0
3681,0
3682,0
3683,0
3684,1
3685,0
3686,1
3687,0
3688,0
3689,0
3690,1
3691,1
3692,0
3693,0
3694,0
3695,1
3696,1
3697,0
3698,0
3699,0
3700,1
3701,0
3702,1
3703,0
3704,0
3705,1
3706,0
3707,1
3708,0
3709,0
3710,1
3711,1
3712,0
3713,1
3714,0
3715,0
3716,0
3717,1
3718,0
3719,0
3720,1
3721,1
3722,1
3723,0
3724,0
3725,0
3726,0
3727,1
3728,1
3729,1
3730,1
3731,0
3732,1
3733,0
3734,1
3735,0
3736,0
3737,1
3738,1
3739,0
3740,0
3741,1
3742,0
3743,1
3744,0
3745,1
3746,1
3747,0
3748,0
3749,0
3750,1
3751,0
3752,1
3753,1
3754,1
3755,0
3756,0
3757,0
3758,0
3759,1
3760,1
3761,1
3762,0
3763,0
3764,0
3765,1
3766,1
3767,0
3768,0
3769,0
3770,0
3771,0
3772,1
3773,0
3774,0
3775,0
3776,1
3777,0
3778,0
3779,0
3780,0
3781,0
3782,1
3783,0
3784,1
3785,0
3786,0
3787,0
3788,1
3789,0
3790,1
3791,0
3792,0
3793,0
3794,1
3795,1
3796,0
3797,0
3798,1
3799,1
3800,1
3801,1
3802,0
3803,1
3804,0
3805,1
3806,1
3807,1
3808,0
3809,0
3810,1
3811,1
3812,0
3813,1
3814,1
3815,1
3816,1
3817,1
3818,0
3819,1
3820,1
3821,1
3822,1
3823,1
3824,1
3825,0
3826,1
3827,1
3828,0
3829,1
3830,0
3831,1
3832,1
3833,0
3834,0
3835,0
3836,0
3837,1
3838,1
3839,1
3840,1
3841,1
3842,1
3843,0
3844,1
3845,1
3846,0
3847,0
3848,1
3849,1
3850,1
3851,0
3852,1
3853,0
3854,1
3855,0
3856,0
3857,0
3858,0
3859,1
3860,1
3861,0
3862,1
3863,0
3864,0
3865,0
3866,0
3867,0
3868,1
3869,0
3870,0
3871,0
3872,0
3873,0
3874,1
3875,1
3876,1
3877,1
3878,1
3879,0
3880,1
3881,0
3882,1
3883,1
3884,0
3885,0
3886,0
3887,0
3888,1
3889,1
3890,1
3891,0
3892,0
3893,0
3894,1
3895,1
3896,1
3897,1
3898,1
3899,1
3900,1
3901,0
3902,0
3903,1
3904,1
3905,1
3906,0
3907,0
3908,1
3909,1
3910,0
3911,0
3912,0
3913,0
3914,1
3915,0
3916,0
3917,1
3918,1
3919,0
3920,0
3921,1
3922,0
3923,1
3924,0
3925,1
3926,1
3927,0
3928,1
3929,1
3930,1
3931,0
3932,0
3933,1
3934,0
3935,1
3936,1
3937,0
3938,1
3939,1
3940,0
3941,1
3942,0
3943,1
3944,1
3945,0
3946,0
3947,0
3948,1
3949,1
3950,0
3951,1
3952,0
3953,1
3954,1
3955,1
3956,1
3957,0
3958,1
3959,0
3960,1
3961,1
3962,0
3963,0
3964,0
3965,1
3966,1
3967,1
3968,0
3969,1
3970,1
3971,1
3972,0
3973,1
3974,0
3975,0
3976,1
3977,1
3978,1
3979,1
3980,0
3981,1
3982,0
3983,0
3984,1
3985,1
3986,1
3987,1
3988,1
3989,1
3990,1
3991,1
3992,1
3993,1
3994,1
3995,0
3996,1
3997,1
3998,1
3999,0
4000,1
4001,0
4002,1
4003,0
4004,1
4005,1
4006,0
4007,1
4008,0
4009,0
4010,0
4011,1
4012,0
4013,1
4014,0
4015,1
4016,0
4017,1
4018,1
4019,0
4020,0
4021,1
4022,1
4023,0
4024,1
4025,1
4026,0
4027,0
4028,1
4029,0
4030,1
4031,1
4032,0
4033,0
4034,0
4035,0
4036,0
4037,1
4038,1
4039,1
4040,1
4041,1
4042,1
4043,1
4044,1
4045,1
4046,1
4047,1
4048,0
4049,1
4050,1
4051,0
4052,1
4053,1
4054,0
4055,1
4056,1
4057,1
4058,1
4059,1
4060,1
4061,1
4062,1
4063,0
4064,0
4065,0
4066,0
4067,0
4068,0
4069,0
4070,1
4071,0
4072,1
4073,0
4074,1
4075,1
4076,1
4077,1
4078,1
4079,1
4080,1
4081,1
4082,0
4083,1
4084,1
4085,0
4086,1
4087,0
4088,0
4089,0
4090,1
4091,0
4092,0
4093,0
4094,1
4095,1
4096,0
4097,0
4098,0
4099,1
4100,1
4101,1
4102,0
4103,1
4104,1
4105,0
4106,1
4107,0
4108,1
4109,0
4110,1
4111,0
4112,0
4113,0
4114,1
4115,1
4116,0
4117,0
4118,0
4119,0
4120,0
4121,0
4122,0
4123,0
4124,1
4125,1
4126,0
4127,0
4128,0
4129,0
4130,1
4131,1
4132,0
4133,0
4134,0
4135,0
4136,1
4137,1
4138,1
4139,0
4140,1
4141,0
4142,1
4143,0
4144,1
4145,1
4146,1
4147,1
4148,0
4149,1
4150,0
4151,0
4152,0
4153,1
4154,0
4155,0
4156,0
4157,0
4158,0
4159,0
4160,0
4161,1
4162,1
4163,1
4164,0
4165,0
4166,1
4167,0
4168,1
4169,0
4170,0
4171,0
4172,1
4173,0
4174,0
4175,0
4176,1
4177,1
4178,1
4179,0
4180,1
4181,1
4182,1
4183,0
4184,1
4185,1
4186,1
4187,1
4188,1
4189,1
4190,0
4191,1
4192,1
4193,1
4194,1
4195,1
4196,1
4197,1
4198,1
4199,1
4200,0
4201,0
4202,1
4203,0
4204,1
4205,1
4206,0
4207,1
4208,0
4209,0
4210,0
4211,1
4212,1
4213,1
4214,0
4215,1
4216,1
4217,0
4218,0
4219,1
4220,0
4221,1
4222,0
4223,1
4224,0
4225,0
4226,1
4227,0
4228,1
4229,0
4230,1
4231,0
4232,0
4233,0
4234,1
4235,0
4236,1
4237,0
4238,1
4239,0
4240,0
4241,1
4242,0
4243,0
4244,0
4245,0
4246,1
4247,1
4248,0
4249,1
4250,1
4251,0
4252,0
4253,0
4254,0
4255,0
4256,1
4257,0
4258,0
4259,1
4260,1
4261,0
4262,1
4263,1
4264,1
4265,1
4266,0
4267,0
4268,1
4269,1
4270,1
4271,0
4272,1
4273,1
4274,1
4275,1
4276,1
4277,1
4278,1
4279,1
4280,0
4281,1
4282,0
4283,0
4284,0
4285,1
4286,0
4287,1
4288,0
4289,1
4290,1
4291,0
4292,0
4293,0
4294,0
4295,1
4296,1
4297,1
4298,1
4299,0
4300,1
4301,1
4302,1
4303,1
4304,1
4305,0
4306,1
4307,0
4308,1
4309,1
4310,0
4311,0
4312,1
4313,0
4314,0
4315,1
4316,0
4317,0
4318,1
4319,1
4320,1
4321,0
4322,0
4323,1
4324,0
4325,0
4326,1
4327,1
4328,1
4329,1
4330,1
4331,1
4332,1
4333,1
4334,0
4335,1
4336,0
4337,1
4338,1
4339,0
4340,0
4341,1
4342,0
4343,1
4344,0
4345,0
4346,0
4347,0
4348,1
4349,1
4350,0
4351,1
4352,1
4353,1
4354,1
4355,1
4356,0
4357,1
4358,1
4359,1
4360,0
4361,1
4362,1
4363,0
4364,1
4365,0
4366,0
4367,1
4368,0
4369,1
4370,0
4371,1
4372,0
4373,0
4374,0
4375,1
4376,1
4377,1
4378,1
4379,0
4380,0
4381,1
4382,0
4383,0
4384,0
4385,1
4386,0
4387,0
4388,1
4389,1
4390,0
4391,1
4392,1
4393,1
4394,0
4395,1
4396,1
4397,0
4398,0
4399,0
4400,0
4401,1
4402,0
4403,0
4404,1
4405,1
4406,0
4407,0
4408,1
4409,1
4410,1
4411,1
4412,0
4413,0
4414,0
4415,0
4416,1
4417,1
4418,0
4419,0
4420,0
4421,1
4422,0
4423,1
4424,0
4425,0
4426,0
4427,0
4428,0
4429,0
4430,1
4431,1
4432,1
4433,1
4434,1
4435,0
4436,1
4437,0
4438,1
4439,1
4440,0
4441,1
4442,1
4443,1
4444,1
4445,1
4446,0
4447,0
4448,0
4449,1
4450,1
4451,0
4452,0
4453,1
4454,0
4455,0
4456,1
4457,1
4458,0
4459,0
4460,0
4461,1
4462,1
4463,1
4464,0
4465,1
4466,1
4467,1
4468,0
4469,1
4470,1
4471,0
4472,0
4473,0
4474,1
4475,0
4476,0
4477,1
4478,0
4479,1
4480,1
4481,0
4482,0
4483,1
4484,1
4485,0
4486,1
4487,0
4488,0
4489,1
4490,0
4491,0
4492,0
4493,0
4494,0
4495,0
4496,0
4497,1
4498,1
4499,1
4500,1
4501,1
4502,0
4503,1
4504,1
4505,1
4506,1
4507,1
4508,1
4509,0
4510,1
4511,0
4512,1
4513,0
4514,0
4515,0
4516,0
4517,1
4518,1
4519,1
4520,0
4521,0
4522,1
4523,0
4524,0
4525,1
4526,1
4527,1
4528,0
4529,1
4530,0
4531,0
4532,0
4533,1
4534,1
4535,1
4536,1
4537,1
4538,1
4539,1
4540,1
4541,1
4542,0
4543,1
4544,0
4545,1
4546,0
4547,1
4548,0
4549,0
4550,1
4551,0
4552,0
4553,0
4554,0
4555,0
4556,1
4557,0
4558,0
4559,1
4560,1
4561,0
4562,0
4563,0
4564,0
4565,0
4566,1
4567,0
4568,1
4569,1
4570,0
4571,0
4572,0
4573,0
4574,1
4575,0
4576,1
4577,0
4578,0
4579,1
4580,1
4581,0
4582,0
4583,1
4584,1
4585,0
4586,1
4587,0
4588,1
4589,1
4590,0
4591,0
4592,0
4593,1
4594,1
4595,0
4596,0
4597,0
4598,0
4599,0
4600,1
4601,0
4602,0
4603,0
4604,0
4605,1
4606,0
4607,0
4608,1
4609,1
4610,1
4611,1
4612,1
4613,0
4614,1
4615,0
4616,0
4617,0
4618,0
4619,1
4620,0
4621,1
4622,1
4623,1
4624,0
4625,0
4626,1
4627,0
4628,1
4629,1
4630,0
4631,0
4632,0
4633,1
4634,0
4635,1
4636,0
4637,1
4638,1
4639,1
4640,0
4641,1
4642,1
4643,1
4644,1
4645,0
4646,1
4647,0
4648,0
4649,0
4650,0
4651,1
4652,0
4653,1
4654,1
4655,0
4656,0
4657,0
4658,1
4659,0
4660,0
4661,1
4662,1
4663,1
4664,0
4665,1
4666,0
4667,0
4668,0
4669,1
4670,0
4671,0
4672,0
4673,1
4674,1
4675,1
4676,0
4677,1
4678,1
4679,1
4680,1
4681,0
4682,0
4683,1
4684,0
4685,0
4686,1
4687,0
4688,0
4689,1
4690,0
4691,1
4692,1
4693,0
4694,1
4695,1
4696,0
4697,0
4698,1
4699,0
4700,1
4701,0
4702,0
4703,0
4704,0
4705,1
4706,1
4707,1
4708,1
4709,0
4710,0
4711,1
4712,0
4713,1
4714,0
4715,1
4716,0
4717,1
4718,1
4719,0
4720,0
4721,1
4722,0
4723,1
4724,0
4725,0
4726,1
4727,0
4728,0
4729,0
4730,1
4731,0
4732,1
4733,1
4734,1
4735,0
4736,0
4737,1
4738,1
4739,0
4740,1
4741,1
4742,0
4743,0
4744,1
4745,0
4746,0
4747,1
4748,0
4749,1
4750,1
4751,0
4752,0
4753,1
4754,0
4755,1
4756,0
4757,1
4758,1
4759,1
4760,1
4761,0
4762,0
4763,1
4764,1
4765,1
4766,0
4767,0
4768,1
4769,1
4770,0
4771,0
4772,0
4773,1
4774,0
4775,1
4776,1
4777,1
4778,0
4779,1
4780,0
4781,1
4782,0
4783,0
4784,1
4785,1
4786,1
4787,0
4788,1
4789,1
4790,1
4791,1
4792,0
4793,0
4794,0
4795,1
4796,1
4797,1
4798,1
4799,0
4800,1
4801,0
4802,1
4803,1
4804,0
4805,0
4806,0
4807,1
4808,0
4809,1
4810,1
4811,1
4812,0
4813,0
4814,1
4815,0
4816,1
4817,1
4818,0
4819,1
4820,0
4821,0
4822,1
4823,0
4824,0
4825,1
4826,1
4827,1
4828,0
4829,1
4830,0
4831,1
4832,0
4833,1
4834,1
4835,0
4836,1
4837,1
4838,0
4839,1
4840,1
4841,1
4842,0
4843,0
4844,0
4845,1
4846,1
4847,0
4848,1
4849,0
4850,0
4851,0
4852,0
4853,1
4854,0
4855,0
4856,1
4857,0
4858,0
4859,0
4860,0
4861,0
4862,0
4863,1
4864,0
4865,1
4866,0
4867,1
4868,0
4869,1
4870,0
4871,1
4872,0
4873,1
4874,1
4875,1
4876,0
4877,0
4878,0
4879,1
4880,1
4881,0
4882,1
4883,0
4884,0
4885,1
4886,0
4887,1
4888,1
4889,1
4890,0
4891,1
4892,1
4893,1
4894,1
4895,0
4896,1
4897,0
4898,1
4899,0
4900,1
4901,1
4902,0
4903,1
4904,1
4905,1
4906,1
4907,1
4908,0
4909,0
4910,0
4911,0
4912,1
4913,1
4914,1
4915,1
4916,0
4917,1
4918,1
4919,0
4920,0
4921,0
4922,0
4923,1
4924,1
4925,0
4926,1
4927,0
4928,0
4929,0
4930,1
4931,0
4932,1
4933,0
4934,1
4935,0
4936,0
4937,1
4938,1
4939,0
4940,1
4941,0
4942,1
4943,1
4944,1
4945,1
4946,1
4947,1
4948,0
4949,1
4950,0
4951,1
4952,0
4953,0
4954,1
4955,1
4956,0
4957,0
4958,1
4959,0
4960,1
4961,1
4962,0
4963,0
4964,1
4965,0
4966,1
4967,1
4968,0
4969,0
4970,0
4971,0
4972,1
4973,0
4974,1
4975,0
4976,0
4977,1
4978,0
4979,0
4980,0
4981,1
4982,1
4983,1
4984,0
4985,1
4986,0
4987,1
4988,0
4989,0
4990,1
4991,0
4992,1
4993,1
4994,1
4995,1
4996,1
4997,1
4998,0
4999,1
5000,1
5001,1
5002,1
5003,0
5004,1
5005,0
5006,1
5007,0
5008,0
5009,1
5010,0
5011,0
5012,1
5013,1
5014,0
5015,0
5016,1
5017,0
5018,1
5019,0
5020,1
5021,0
5022,0
5023,1
5024,0
5025,1
5026,1
5027,1
5028,1
5029,1
5030,0
5031,1
5032,0
5033,1
5034,0
5035,0
5036,1
5037,1
5038,1
5039,0
5040,0
5041,0
5042,0
5043,1
5044,0
5045,1
5046,0
5047,1
5048,0
5049,1
5050,0
5051,0
5052,1
5053,0
5054,1
5055,0
5056,0
5057,0
5058,0
5059,0
5060,0
5061,1
5062,1
5063,1
5064,1
5065,1
5066,0
5067,1
5068,0
5069,1
5070,1
5071,0
5072,1
5073,0
5074,0
5075,0
5076,1
5077,1
5078,1
5079,0
5080,1
5081,1
5082,1
5083,0
5084,0
5085,0
5086,0
5087,1
5088,1
5089,1
5090,1
5091,0
5092,1
5093,1
5094,1
5095,0
5096,0
5097,1
5098,0
5099,0
5100,1
5101,0
5102,1
5103,0
5104,1
5105,0
5106,0
5107,0
5108,0
5109,0
5110,1
5111,1
5112,0
5113,0
5114,0
5115,1
5116,1
5117,0
5118,1
5119,0
5120,0
5121,1
5122,1
5123,0
5124,1
5125,0
5126,0
5127,1
5128,0
5129,0
5130,0
5131,1
5132,0
5133,1
5134,0
5135,0
5136,1
5137,1
5138,0
5139,1
5140,1
5141,1
5142,0
5143,0
5144,1
5145,0
5146,0
5147,1
5148,1
5149,1
5150,1
5151,0
5152,1
5153,1
5154,1
5155,1
5156,0
5157,1
5158,0
5159,0
5160,1
5161,1
5162,1
5163,1
5164,0
5165,1
5166,0
5167,0
5168,1
5169,1
5170,1
5171,0
5172,0
5173,1
5174,0
5175,1
5176,1
5177,0
5178,0
5179,1
5180,0
5181,1
5182,1
5183,1
5184,1
5185,0
5186,1
5187,1
5188,0
5189,1
5190,1
5191,0
5192,1
5193,0
5194,1
5195,1
5196,0
5197,0
5198,1
5199,0
5200,0
5201,1
5202,1
5203,1
5204,0
5205,0
5206,1
5207,1
5208,0
5209,1
5210,1
5211,0
5212,0
5213,0
5214,1
5215,0
5216,0
5217,1
5218,1
5219,1
5220,1
5221,0
5222,0
5223,1
5224,0
5225,1
5226,0
5227,1
5228,1
5229,1
5230,0
5231,0
5232,0
5233,0
5234,1
5235,1
5236,1
5237,1
5238,1
5239,0
5240,1
5241,1
5242,1
5243,1
5244,1
5245,1
5246,0
5247,1
5248,0
5249,0
5250,1
5251,0
5252,1
5253,0
5254,1
5255,0
5256,1
5257,1
5258,1
5259,0
5260,0
5261,1
5262,1
5263,1
5264,0
5265,0
5266,1
5267,1
5268,1
5269,0
5270,0
5271,1
5272,0
5273,1
5274,1
5275,0
5276,0
5277,0
5278,0
5279,1
5280,0
5281,1
5282,1
5283,1
5284,1
5285,0
5286,0
5287,0
5288,0
5289,1
5290,0
5291,0
5292,0
5293,1
5294,1
5295,0
5296,1
5297,0
5298,1
5299,0
5300,0
5301,0
5302,0
5303,0
5304,0
5305,1
5306,1
5307,0
5308,1
5309,0
5310,0
5311,1
5312,0
5313,0
5314,1
5315,1
5316,0
5317,1
5318,0
5319,0
5320,0
5321,0
5322,1
5323,1
5324,0
5325,0
5326,1
5327,0
5328,0
5329,1
5330,1
5331,0
5332,0
5333,0
5334,1
5335,1
5336,0
5337,1
5338,1
5339,0
5340,0
5341,0
5342,1
5343,1
5344,1
5345,1
5346,0
5347,0
5348,1
5349,0
5350,1
5351,0
5352,0
5353,1
5354,1
5355,0
5356,0
5357,1
5358,0
5359,1
5360,1
5361,1
5362,0
5363,1
5364,1
5365,0
5366,1
5367,0
5368,0
5369,0
5370,0
5371,0
5372,0
5373,0
5374,1
5375,1
5376,1
5377,1
5378,1
5379,1
5380,1
5381,1
5382,0
5383,0
5384,0
5385,0
5386,0
5387,1
5388,1
5389,1
5390,1
5391,0
5392,1
5393,0
5394,1
5395,0
5396,0
5397,0
5398,1
5399,1
5400,1
5401,0
5402,0
5403,1
5404,0
5405,1
5406,0
5407,1
5408,1
5409,0
5410,1
5411,1
5412,0
5413,0
5414,0
5415,0
5416,1
5417,0
5418,0
5419,1
5420,0
5421,1
5422,0
5423,1
5424,1
5425,1
5426,0
5427,0
5428,1
5429,0
5430,0
5431,1
5432,1
5433,0
5434,1
5435,1
5436,1
5437,1
5438,0
5439,1
5440,0
5441,1
5442,0
5443,1
5444,1
5445,1
5446,1
5447,0
5448,1
5449,1
5450,1
5451,1
5452,0
5453,0
5454,1
5455,1
5456,1
5457,1
5458,1
5459,0
5460,1
5461,0
5462,0
5463,0
5464,1
5465,1
5466,1
5467,0
5468,0
5469,1
5470,0
5471,0
5472,0
5473,1
5474,0
5475,0
5476,1
5477,0
5478,0
5479,1
5480,1
5481,0
5482,1
5483,1
5484,0
5485,1
5486,1
5487,1
5488,1
5489,0
5490,0
5491,0
5492,1
5493,1
5494,0
5495,0
5496,1
5497,1
5498,1
5499,1
5500,0
5501,1
5502,0
5503,1
5504,1
5505,0
5506,0
5507,0
5508,1
5509,0
5510,1
5511,0
5512,0
5513,1
5514,0
5515,0
5516,1
5517,0
5518,0
5519,1
5520,1
5521,1
5522,0
5523,1
5524,1
5525,0
5526,0
5527,1
5528,0
5529,0
5530,1
5531,1
5532,1
5533,1
5534,1
5535,0
5536,1
5537,1
5538,1
5539,1
5540,0
5541,1
5542,1
5543,1
5544,0
5545,0
5546,1
5547,0
5548,1
5549,0
5550,1
5551,0
5552,1
5553,0
5554,1
5555,0
5556,0
5557,1
5558,1
5559,0
5560,0
5561,1
5562,0
5563,1
5564,0
5565,0
5566,1
5567,1
5568,1
5569,0
5570,0
5571,1
5572,0
5573,1
5574,0
5575,1
5576,1
5577,1
5578,1
5579,0
5580,1
5581,1
5582,1
5583,0
5584,0
5585,1
5586,0
5587,0
5588,1
5589,0
5590,0
5591,0
5592,1
5593,1
5594,0
5595,1
5596,0
5597,1
5598,0
5599,1
5600,1
5601,1
5602,1
5603,0
5604,1
5605,1
5606,1
5607,0
5608,1
5609,1
5610,1
5611,1
5612,0
5613,1
5614,0
5615,1
5616,0
5617,1
5618,0
5619,0
5620,0
5621,0
5622,0
5623,1
5624,1
5625,0
5626,1
5627,0
5628,1
5629,1
5630,0
5631,1
5632,0
5633,0
5634,1
5635,0
5636,1
5637,1
5638,1
5639,0
5640,1
5641,1
5642,0
5643,1
5644,1
5645,1
5646,1
5647,0
5648,0
5649,0
5650,1
5651,0
5652,0
5653,1
5654,1
5655,0
5656,1
5657,0
5658,0
5659,0
5660,0
5661,0
5662,1
5663,1
5664,1
5665,0
5666,0
5667,0
5668,1
5669,1
5670,1
5671,1
5672,0
5673,1
5674,1
5675,1
5676,1
5677,0
5678,0
5679,1
5680,1
5681,0
5682,1
5683,1
5684,0
5685,0
5686,1
5687,0
5688,1
5689,1
5690,1
5691,1
5692,0
5693,1
5694,0
5695,1
5696,0
5697,1
5698,1
5699,0
5700,1
5701,1
5702,0
5703,0
5704,0
5705,1
5706,0
5707,0
5708,0
5709,1
5710,1
5711,0
5712,0
5713,0
5714,1
5715,1
5716,1
5717,0
5718,1
5719,0
5720,0
5721,1
5722,0
5723,1
5724,0
5725,0
5726,1
5727,0
5728,0
5729,0
5730,0
5731,1
5732,1
5733,0
5734,0
5735,0
5736,0
5737,1
5738,0
5739,0
5740,0
5741,0
5742,1
5743,0
5744,0
5745,1
5746,0
5747,1
5748,0
5749,1
5750,1
5751,1
5752,1
5753,0
5754,0
5755,1
5756,1
5757,1
5758,0
5759,0
5760,1
5761,0
5762,1
5763,1
5764,1
5765,0
5766,1
5767,0
5768,0
5769,1
5770,0
5771,1
5772,0
5773,1
5774,0
5775,1
5776,1
5777,0
5778,1
5779,1
5780,0
5781,0
5782,1
5783,1
5784,1
5785,1
5786,1
5787,0
5788,0
5789,0
5790,0
5791,1
5792,1
5793,0
5794,0
5795,0
5796,0
